NAME,R,A,PER,ORBREF,ORBURL,FIRSTREF,FIRSTURL,DISCMETH,STAR,RSTAR,NCOMP,TEFF,JSNAME,EPEURL
Kepler-23 c,3.1971376938217335,0.0986611843,10.74356,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-23,1.5199999809,2,5760,Kepler-23,http://exoplanet.eu/star.php?st=Kepler-23
Kepler-23 b,1.8983081787793858,0.0749014765,7.10664,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-23,1.5199999809,2,5760,Kepler-23,http://exoplanet.eu/star.php?st=Kepler-23
HD 185269 b,0,0.0765701011,6.8378503,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...652.1724J,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...652.1724J,RV,HD 185269,2.5899999142,1,5980,HD 185269,http://exoplanet.eu/star.php?st=HD+185269
Kepler-35 b,8.160137806230445,0.4862802327,131.458,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Transit,Kepler-35,1.0283999443,1,,Kepler-35(AB),http://exoplanet.eu/star.php?st=Kepler-35(AB)
KOI-196 b,9.426753024503535,0.0289537385,1.855558,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...536A..70S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,KOI-196,0.9660000205,1,5660,KOI-196,http://exoplanet.eu/star.php?st=KOI-196
Kepler-41 b,9.426753024503535,0.0289537385,1.855558,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...536A..70S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-41,0.9660000205,1,5660,KOI-196,http://exoplanet.eu/star.php?st=KOI-196
Kepler-54 b,2.098119367287374,0.0626016334,8.0109434,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-54,0.5,2,3705,,
Kepler-54 c,1.2288966349425063,0.0822828785,12.0717249,Steffen 2012,http://arxiv.org/abs/1208.3499,Batalha 2012,http://arxiv.org/abs/1202.5852,Transit,Kepler-54,0.5,2,3705,,
Kepler-47 c,4.697582789946787,0.8956685066,303.158,Orosz 2012,http://arxiv.org/abs/1208.5489,Orosz 2012,http://arxiv.org/abs/1208.5489,Transit,Kepler-47,0.9639999866,2,5636,,
Kepler-47 b,2.9773407435910375,0.2676208615,49.514,Orosz 2012,http://arxiv.org/abs/1208.5489,Orosz 2012,http://arxiv.org/abs/1208.5489,Transit,Kepler-47,0.9639999866,2,5636,,
16 Cyg B b,0,1.6602721214,798.5,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Cochran 1997,http://adsabs.harvard.edu/abs/1997ApJ...483..457C,RV,16 Cyg B,1.1176030636,1,5674.41015625,16 Cyg B,http://exoplanet.eu/star.php?st=16+Cyg+B
Kepler-15 b,10.760621260708048,0.0571382008,4.942782,Endl 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...13E,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-15,0.9919999838,1,5515,Kepler-15,http://exoplanet.eu/star.php?st=Kepler-15
Kepler-58 c,2.8574495540677005,0.1199823618,15.5741568,Steffen 2012,http://arxiv.org/abs/1208.3499,Batalha 2012,http://arxiv.org/abs/1202.5852,Transit,Kepler-58,1.0299999714,2,5843,,
Kepler-58 b,2.777518197022875,0.090595305,10.2184954,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-58,1.0299999714,2,5843,,
Kepler-34 b,8.56366126274458,0.8685603142,288.822,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Transit,Kepler-34,1.1618000269,1,,Kepler-34(AB),http://exoplanet.eu/star.php?st=Kepler-34(AB)
Kepler-51 c,5.704900214216333,0.3792709112,85.3128662,Steffen 2012,http://arxiv.org/abs/1208.3499,Batalha 2012,http://arxiv.org/abs/1202.5852,Transit,Kepler-51,0.9100000262,2,5803,,
Kepler-51 b,7.043701086811182,0.2481686771,45.1555023,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-51,0.9100000262,2,5803,,
HD 187123 b,0,0.0420909934,3.0965828,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Butler 1998,http://adsabs.harvard.edu/abs/1998PASP..110.1389B,RV,HD 187123,1.1427721977,2,5814.990234375,HD 187123,http://exoplanet.eu/star.php?st=HD+187123
HD 187123 c,0,4.8314642906,3805.6705,Wright 2009,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,RV,HD 187123,1.1427721977,2,5814.990234375,HD 187123,http://exoplanet.eu/star.php?st=HD+187123
KOI-428 b,13.114506974332981,0.0806643665,6.87349,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..63S,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..63S,Transit,KOI-428,2.1300001144,1,6510,KOI-428,http://exoplanet.eu/star.php?st=KOI-428
Kepler-40 b,13.114506974332981,0.0806643665,6.87349,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..63S,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..63S,Transit,Kepler-40,2.1300001144,1,6510,KOI-428,http://exoplanet.eu/star.php?st=KOI-428
Kepler-6 b,14.829480993660555,0.0456089117,3.234723,Dunham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.136D,Dunham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.136D,Transit,Kepler-6,1.3910000324,1,5647,Kepler-6,http://exoplanet.eu/star.php?st=Kepler-6
KOI-423 b,13.674956812322037,0.1550071388,21.0874,Bouchy 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..83B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,KOI-423,1.3899999857,1,6260,KOI-423,http://exoplanet.eu/star.php?st=KOI-423
Kepler-39 b,13.674956812322037,0.1550071388,21.0874,Bouchy 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..83B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-39,1.3899999857,1,6260,KOI-423,http://exoplanet.eu/star.php?st=KOI-423
Kepler-11 d,3.4299928028405953,0.1541834176,22.68719,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Transit,Kepler-11,1.1000000238,6,5680,Kepler-11,http://exoplanet.eu/star.php?st=Kepler-11
Kepler-11 g,3.6599900824621754,0.4638324082,118.37774,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Transit,Kepler-11,1.1000000238,6,5680,Kepler-11,http://exoplanet.eu/star.php?st=Kepler-11
Kepler-11 e,4.519999197418228,0.1938997656,31.9959,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Transit,Kepler-11,1.1000000238,6,5680,Kepler-11,http://exoplanet.eu/star.php?st=Kepler-11
Kepler-11 f,2.6099999755154037,0.2494533062,46.68876,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Transit,Kepler-11,1.1000000238,6,5680,Kepler-11,http://exoplanet.eu/star.php?st=Kepler-11
Kepler-11 c,3.1499927018121383,0.1065041795,13.02502,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Transit,Kepler-11,1.1000000238,6,5680,Kepler-11,http://exoplanet.eu/star.php?st=Kepler-11
Kepler-11 b,1.970000770214954,0.0910985097,10.30375,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Transit,Kepler-11,1.1000000238,6,5680,Kepler-11,http://exoplanet.eu/star.php?st=Kepler-11
HD 187085 b,0,2.02754426,986,Jones 2006,http://adsabs.harvard.edu/abs/2006MNRAS.369..249J,Jones 2006,http://adsabs.harvard.edu/abs/2006MNRAS.369..249J,RV,HD 187085,1.3117820024,1,6075.1499023438,HD 187085,http://exoplanet.eu/star.php?st=HD+187085
HAT-P-11 b,4.730189766454399,0.0525442883,4.8878162,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B,Transit,HAT-P-11,0.75,1,4780,HAT-P-11,http://exoplanet.eu/star.php?st=HAT-P-11
Kepler-32 c,3.696699572818864,0.0693150163,8.7522,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-32,0.5299999714,2,3900,Kepler-32,http://exoplanet.eu/star.php?st=Kepler-32
Kepler-32 b,4.096333307895016,0.0532980561,5.90124,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-32,0.5299999714,2,3900,Kepler-32,http://exoplanet.eu/star.php?st=Kepler-32
HD 188015 b,0,1.1901805401,461.2,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,RV,HD 188015,1.0328119993,1,5745.6801757812,HD 188015,http://exoplanet.eu/star.php?st=HD+188015
Kepler-18 c,5.489990468135275,0.0752115324,7.64159,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-18,1.1080000401,3,5383,Kepler-18,http://exoplanet.eu/star.php?st=Kepler-18
Kepler-18 d,6.979989037453976,0.1171707809,14.85888,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-18,1.1080000401,3,5383,Kepler-18,http://exoplanet.eu/star.php?st=Kepler-18
Kepler-18 b,5.489990468135275,0.0447298959,3.504725,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-18,1.1080000401,3,5383,Kepler-18,http://exoplanet.eu/star.php?st=Kepler-18
Kepler-29 b,3.596782452930434,0.0928723291,10.3376,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-29,0.9599999785,2,5750,Kepler-29,http://exoplanet.eu/star.php?st=Kepler-29
Kepler-29 c,2.8974093865462125,0.109809123,13.2907,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-29,0.9599999785,2,5750,Kepler-29,http://exoplanet.eu/star.php?st=Kepler-29
Kepler-17 b,14.907944853013717,0.0267923046,1.4857108,Desert 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...14D,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-17,1.0499999523,1,5781,Kepler-17 b,http://exoplanet.eu/star.php?st=Kepler-17+b
xi Aql b,0,0.6758886576,136.75,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60..539S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60..539S,RV,xi Aql,10.4499998093,1,4780,ksi Aql,http://exoplanet.eu/star.php?st=ksi+Aql
Kepler-48 c,3.137192099620514,0.0854683071,9.6739283,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-48,0.8899999857,2,5190,,
Kepler-48 b,2.138090724839874,0.0534030534,4.7779803,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-48,0.8899999857,2,5190,,
Kepler-5 b,16.04005136208206,0.0506416261,3.54846,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K,Transit,Kepler-5,1.7929999828,1,6297,Kepler-5,http://exoplanet.eu/star.php?st=Kepler-5
Kepler-44 b,13.899136212849282,0.0454853661,3.24674,Bonomo 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-44,1.5199999809,1,5757,KOI-204,http://exoplanet.eu/star.php?st=KOI-204
KOI-204 b,13.899136212849282,0.0454853661,3.24674,Bonomo 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,KOI-204,1.5199999809,1,5757,KOI-204,http://exoplanet.eu/star.php?st=KOI-204
HD 189733 b,12.755820199590598,0.030995341,2.21857567,Bouchy 2005,http://adsabs.harvard.edu/abs/2005A%26A...444L..15B,Bouchy 2005,http://adsabs.harvard.edu/abs/2005A%26A...444L..15B,RV,HD 189733,0.7559999824,1,5040,HD 189733,http://exoplanet.eu/star.php?st=HD+189733
HD 190228 b,0,2.6047801971,1136.1,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P,Perrier 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P,RV,HD 190228,1.7350287437,1,5347.9799804688,HD 190228,http://exoplanet.eu/star.php?st=HD+190228
HD 190360 c,0,0.1292161196,17.111027,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,RV,HD 190360,1.0752848387,2,5551.6298828125,HD 190360,http://exoplanet.eu/star.php?st=HD+190360
HD 190360 b,0,3.9728548527,2915.0369,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Naef 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1051N,RV,HD 190360,1.0752848387,2,5551.6298828125,HD 190360,http://exoplanet.eu/star.php?st=HD+190360
HD 190647 b,0,2.072378397,1038.1,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,RV,HD 190647,1.4228740931,1,5628,HD 190647,http://exoplanet.eu/star.php?st=HD+190647
HAT-P-34 b,13.417150234213386,0.0677467361,5.452654,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Transit,HAT-P-34,1.1970000267,1,6442,HAT-P-34,http://exoplanet.eu/star.php?st=HAT-P-34
Qatar-1 b,13.047253955280665,0.0234308317,1.420033,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A,Transit,Qatar-1,0.8230000138,1,4861,Qatar-1,http://exoplanet.eu/star.php?st=Qatar-1
HD 192263 b,0,0.1529446393,24.3556,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Santos 2000,http://adsabs.harvard.edu/abs/2000A%26A...356..599S,RV,HD 192263,0.7400997281,1,4975.16015625,HD 192263,http://exoplanet.eu/star.php?st=HD+192263
HD 192310 c,,1.1835763454,525.8,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,RV,HD 192310,0.8470249772,1,5166,HD 192310,http://exoplanet.eu/star.php?st=HD+192310
GJ 785 b,,0.3186592162,74.39,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...10H,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...10H,RV,GJ 785,0.767246604,1,5144,Gl 785,http://exoplanet.eu/star.php?st=Gl+785
HD 192699 b,0,1.1483875513,345.53,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J,RV,HD 192699,3.7335443497,1,5220,HD 192699,http://exoplanet.eu/star.php?st=HD+192699
TrES-5 b,13.55165760730763,0.0245156772,1.4822446,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Transit,TrES-5,0.8659999967,1,5171,TrES-5,http://exoplanet.eu/star.php?st=TrES-5
HAT-P-23 b,15.333885981798026,0.0231971163,1.212884,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Transit,HAT-P-23,1.2029999495,1,5905,HAT-P-23,http://exoplanet.eu/star.php?st=HAT-P-23
HD 195019 b,0,0.1366883665,18.20132,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Fischer 1999,http://adsabs.harvard.edu/abs/1999PASP..111...50F,RV,HD 195019,1.3472815752,1,5788.16015625,HD 195019,http://exoplanet.eu/star.php?st=HD+195019
WASP-2 b,12.072072492697636,0.0312728845,2.1522254,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C,Transit,WASP-2,0.8399999738,1,5200,WASP-2,http://exoplanet.eu/star.php?st=WASP-2
HD 196050 b,0,2.5105586052,1378,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2002,http://adsabs.harvard.edu/abs/2002MNRAS.337.1170J,RV,HD 196050,1.3132098913,1,5892.3500976562,HD 196050,http://exoplanet.eu/star.php?st=HD+196050
HD 197037 b,,2.0747733116,1035.7,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,RV,HD 197037,1.0986604691,1,6150,HD 197037,http://exoplanet.eu/star.php?st=HD+197037
HD 196885 b,0,2.5417060852,1333,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Correia 2008,http://adsabs.harvard.edu/abs/2008A%26A...479..271C,RV,HD 196885,1.299269557,1,6254,HD 196885,http://exoplanet.eu/star.php?st=HD+196885
WASP-7 b,10.256217609801977,0.0604572706,4.954658,Hellier 2009,http://adsabs.harvard.edu/abs/2009ApJ...690L..89H,Hellier 2009,http://adsabs.harvard.edu/abs/2009ApJ...690L..89H,Transit,WASP-7,1.2359999418,1,6400,WASP-7,http://exoplanet.eu/star.php?st=WASP-7
18 Del b,0,2.5754206181,993.3,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60..539S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60..539S,RV,18 Del,9,1,4979,18 Del,http://exoplanet.eu/star.php?st=18+Del
HD 200964 b,,1.596816659,613.8,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,RV,HD 200964,2.9114997387,2,5164,HD 200964,http://exoplanet.eu/star.php?st=HD+200964
HD 200964 c,,1.9443851709,825,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,RV,HD 200964,2.9114997387,2,5164,HD 200964,http://exoplanet.eu/star.php?st=HD+200964
BD +14 4559 b,0,0.7758662105,268.94,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,RV,BD +14 4559,0.7256863713,1,4814,BD14 4559,http://exoplanet.eu/star.php?st=BD14+4559
WASP-46 b,14.683764116375972,0.0244920868,1.43037,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Transit,WASP-46,0.9169999957,1,5620,WASP-46,http://exoplanet.eu/star.php?st=WASP-46
HD 202206 b,0,0.8117759824,255.87,Correia 2005,http://adsabs.harvard.edu/abs/2005A%26A...440..751C,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,RV,HD 202206,0.9857861996,2,5787.83984375,HD 202206,http://exoplanet.eu/star.php?st=HD+202206
HD 202206 c,0,2.4900383949,1383.4,Correia 2005,http://adsabs.harvard.edu/abs/2005A%26A...440..751C,Correia 2005,http://adsabs.harvard.edu/abs/2005A%26A...440..751C,RV,HD 202206,0.9857861996,2,5787.83984375,HD 202206,http://exoplanet.eu/star.php?st=HD+202206
HD 204313 b,0,3.0713078976,1920.1,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...50R,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,RV,HD 204313,1.1258380413,2,5767,HD 204313,http://exoplanet.eu/star.php?st=HD+204313
HD 204313 d,,3.9449846745,2831.6,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...50R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...50R,RV,HD 204313,,2,5760,HD 204313,http://exoplanet.eu/star.php?st=HD+204313
HD 204941 b,,2.5542650223,1733,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,RV,HD 204941,0.8501237035,1,5056,HD 204941,http://exoplanet.eu/star.php?st=HD+204941
GJ 832 b,0,3.4031960964,3416,Bailey 2009,http://adsabs.harvard.edu/abs/2009ApJ...690..743B,Bailey 2009,http://adsabs.harvard.edu/abs/2009ApJ...690..743B,RV,GJ 832,,1,,GJ 832,http://exoplanet.eu/star.php?st=GJ+832
HD 205739 b,0,0.8949386477,279.8,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,RV,HD 205739,1.4629192352,1,6176,HD 205739,http://exoplanet.eu/star.php?st=HD+205739
HAT-P-17 b,11.321070431762749,0.0882384554,10.338523,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,Transit,HAT-P-17,0.8370000124,1,5246,HAT-P-17,http://exoplanet.eu/star.php?st=HAT-P-17
HD 206610 b,,1.6332962513,610,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,RV,HD 206610,5.1854543686,1,4849,HD 206610,http://exoplanet.eu/star.php?st=HD+206610
HD 208487 b,0,0.5207654834,130.08,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2005,http://adsabs.harvard.edu/abs/2005ApJ...623.1171T,RV,HD 208487,1.2062654495,1,6067.4399414062,HD 208487,http://exoplanet.eu/star.php?st=HD+208487
HD 209458 b,15.23300445017469,0.0472349636,3.52474859,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Henry 2000 ; Charbonneau 2000,http://adsabs.harvard.edu/abs/2000ApJ...529L..41H ; http://adsabs.harvard.edu/abs/2000ApJ...529L..45C,RV,HD 209458,1.1549999714,1,6065,HD 209458,http://exoplanet.eu/star.php?st=HD+209458
HD 210277 b,0,1.1310532093,442.19,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 1999,http://adsabs.harvard.edu/abs/1999ApJ...520..239M,RV,HD 210277,0.9391537309,1,5555.2299804688,HD 210277,http://exoplanet.eu/star.php?st=HD+210277
GJ 849 b,0,2.3531632423,1882,Butler 2006,http://adsabs.harvard.edu/abs/2006PASP..118.1685B,Butler 2006,http://adsabs.harvard.edu/abs/2006PASP..118.1685B,RV,GJ 849,,1,,GJ 849,http://exoplanet.eu/star.php?st=GJ+849
HD 210702 b,0,1.2033252716,354.29,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J,RV,HD 210702,5.1700000763,1,5010,HD 210702,http://exoplanet.eu/star.php?st=HD+210702
HD 212771 b,,1.0636893511,373.3,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,RV,HD 212771,5.8702058792,1,4877,HD 212771,http://exoplanet.eu/star.php?st=HD+212771
HD 212301 b,0,0.0341160037,2.245715,Lo Curto 2006,http://adsabs.harvard.edu/abs/2006A%26A...451..345L,Lo Curto 2006,http://adsabs.harvard.edu/abs/2006A%26A...451..345L,RV,HD 212301,,1,5997.91015625,HD 212301,http://exoplanet.eu/star.php?st=HD+212301
HD 213240 b,0,1.8852876425,882.7,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Santos 2001,http://adsabs.harvard.edu/abs/2001A%26A...379..999S,RV,HD 213240,1.3946973085,1,5967.9501953125,HD 213240,http://exoplanet.eu/star.php?st=HD+213240
HD 215497 c,,1.282425642,567.94,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,RV,HD 215497,1.106588006,2,5113,HD 215497,http://exoplanet.eu/star.php?st=HD+215497
HD 215497 b,,0.0465951972,3.93404,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,RV,HD 215497,1.106588006,2,5113,HD 215497,http://exoplanet.eu/star.php?st=HD+215497
HAT-P-8 b,16.81347109640802,0.0449612699,3.076337,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L,Transit,HAT-P-8,1.5800000429,1,6200,HAT-P-8,http://exoplanet.eu/star.php?st=HAT-P-8
GJ 876 c,0,0.1295737773,30.0881,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,Marcy 2001,http://adsabs.harvard.edu/abs/2001ApJ...556..296M,RV,GJ 876,,4,,Gliese 876,http://exoplanet.eu/star.php?st=Gliese+876
GJ 876 b,0,0.2080978453,61.1166,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,Delfosse 1998 ; Marcy 1998,http://adsabs.harvard.edu/abs/1998A%26A...338L..67D ; http://adsabs.harvard.edu/abs/1998ApJ...505L.147M,RV,GJ 876,,4,,Gliese 876,http://exoplanet.eu/star.php?st=Gliese+876
